config_id,market_gate_lookback,worst_return,worst_sharpe,mean_sharpe,worst_drawdown,positive_cells,total_cells,passes_positive_all,passes_drawdown_20pct,practical_gate_passed
C1_NMV_X,0,-0.1616145054882685,-0.38555655350562584,0.5655515922494089,-0.5199093184409588,4,6,False,False,False
C3_EW_X,30,-0.03140227820023589,-0.39028975673282484,0.3302578311751871,-0.19886389170640473,2,6,False,True,False
C1_IV_X,0,-0.15774742918791618,-0.42567338768908297,0.8902488238566978,-0.48718161780184954,4,6,False,False,False
C3_NMVT_X,30,-0.034324435355734595,-0.43433677148545335,0.24787989651021347,-0.20338933887319488,4,6,False,False,False
C2_NMV_M,0,-0.18787043263169623,-0.4418046184752401,0.38287543027289267,-0.4741919895497757,4,6,False,False,False
C2_IV_X,0,-0.14411653958628245,-0.4566387943307939,0.5157197670097595,-0.4073370331661127,4,6,False,False,False
C2_EW_M,20,-0.03123410353780831,-0.49482365247217874,0.452793823711752,-0.1505088971576406,4,6,False,True,False
C3_IV_X,20,-0.03592061478230335,-0.5165307652255381,0.6326963451054058,-0.17366392291064126,2,6,False,True,False
C3_EW_X,40,-0.08362475120978985,-0.5296062822034011,0.11184662860424892,-0.228089040156638,2,6,False,False,False
C2_NMV_X,0,-0.22993334862759973,-0.5579519922483066,0.5930452834762421,-0.507654875441962,4,6,False,False,False
C2_NMVT_M,20,-0.03792674743988822,-0.559106615477509,0.6002340124336986,-0.20437533419888032,4,6,False,False,False
C2_NMVT_X,0,-0.21924173499930022,-0.5605361570402118,0.5009605391614116,-0.48927625972369404,4,6,False,False,False
C3_IV_M,0,-0.18485040278624587,-0.5671135368867991,0.6402610120413688,-0.37883469766561306,4,6,False,False,False
C3_EW_M,20,-0.059928736167490615,-0.5777289908794473,0.5795030219704976,-0.16455978474262223,2,6,False,True,False
C2_IV_M,20,-0.03456358025977102,-0.5788481389069159,0.5686077156330382,-0.13339637759548761,4,6,False,True,False
C3_NMVT_X,40,-0.07882949639381231,-0.5898711290895122,-0.009831584221688866,-0.22625092901736144,2,6,False,False,False
C2_IV_M,0,-0.19528930970019198,-0.5908827909174771,0.3426262055027854,-0.423787471945535,4,6,False,False,False
C1_EW_X,0,-0.2302246087450751,-0.6008422481000864,0.7471145358897925,-0.5318473540832385,4,6,False,False,False
C2_EW_X,0,-0.20987386526888385,-0.6134215611906146,0.40605751083767055,-0.43670096769289235,4,6,False,False,False
C3_IV_M,20,-0.042340753808539966,-0.6137372968075814,0.6486187958547852,-0.15225668429257588,4,6,False,True,False
C3_EW_X,20,-0.08584778032893514,-0.6237000530796426,0.4822579255185777,-0.2031542624110908,2,6,False,False,False
C3_NMV_M,0,-0.2368017255660514,-0.6298269233016095,0.7777394694196831,-0.4508262199963097,4,6,False,False,False
C3_NMV_X,30,-0.0524156491082165,-0.6367277314323188,0.20709783837970833,-0.21576811006858831,2,6,False,False,False
C1_NMVT_M,20,-0.04428454138281579,-0.6411911871182644,0.6334729723452504,-0.1820323207971698,4,6,False,True,False
C1_IV_M,30,-0.052416985426799734,-0.6448734563427598,0.38087401132054294,-0.1436326393176256,4,6,False,True,False
C2_NMV_M,20,-0.04762355245911776,-0.6473965534775504,0.4938079653241105,-0.20476974939363668,4,6,False,False,False
C2_NMVT_M,30,-0.05206801765040814,-0.6511503598759489,0.38073510649912073,-0.20437533419888032,4,6,False,False,False
C3_IV_X,0,-0.21549047742698857,-0.6640288079817468,0.47420966975884643,-0.42774776539717896,4,6,False,False,False
C3_NMVT_X,20,-0.08326148815333845,-0.6658126561791373,0.45039255195737354,-0.20338933887319488,2,6,False,False,False
C1_NMVT_X,0,-0.2865475103963817,-0.706681259356429,0.47454759329481816,-0.5834195126228292,4,6,False,False,False
C3_NMVT_M,0,-0.26431317671631394,-0.7085620915988298,0.6214163535773388,-0.45591879355037634,4,6,False,False,False
C2_NMV_M,30,-0.06120328639328554,-0.7208399333062204,0.31516265284329364,-0.20476974939363668,4,6,False,False,False
C3_NMV_X,20,-0.0976524326443805,-0.7255877375545154,0.43582188378557,-0.21576811006858831,2,6,False,False,False
C2_NMV_M,40,-0.05374676178232052,-0.7517956496111101,0.2574447041084025,-0.20476974939363668,4,6,False,False,False
C1_NMV_M,20,-0.05297774355658458,-0.7584541946541052,0.7085788697377365,-0.1815340158001073,4,6,False,True,False
C2_NMVT_M,40,-0.05080156457415497,-0.7585757851946179,0.2875758509278505,-0.20437533419888032,4,6,False,False,False
C1_EW_M,30,-0.06317696878706736,-0.766854659153035,0.2692030622195816,-0.1661923275976549,4,6,False,True,False
C1_IV_M,40,-0.05607670902706208,-0.7701736251515522,0.2364156095765179,-0.1436326393176256,4,6,False,True,False
C1_EW_M,20,-0.05380496963020742,-0.7708046617936549,0.6872133591646022,-0.1661923275976549,4,6,False,True,False
C1_IV_M,20,-0.05446305057113898,-0.7900566578713454,0.7871617549869733,-0.14048159450495823,4,6,False,True,False
C3_NMVT_X,0,-0.290110876449007,-0.7918871053531625,0.36650883562699427,-0.47128660408142875,4,6,False,False,False
C3_NMV_X,40,-0.09831377738752611,-0.8128007907528136,-0.053197411168882956,-0.23659302193066645,2,6,False,False,False
C1_EW_M,40,-0.05989457298673895,-0.8240327776293264,0.1474396309130901,-0.1661923275976549,4,6,False,True,False
C3_EW_M,0,-0.2805977212880578,-0.8261006672003277,0.629593099338908,-0.42693611753911975,4,6,False,False,False
C2_EW_M,0,-0.29074768920644245,-0.8302738543183892,0.27463976372259374,-0.47835802426327223,4,6,False,False,False
C3_EW_X,0,-0.28582129621841335,-0.8441497716036644,0.4110759778445074,-0.45069346411784716,4,6,False,False,False
C3_NMV_X,0,-0.3099333814602703,-0.8453084979808958,0.3543611571011278,-0.4805258007082802,3,6,False,False,False
C1_NMVT_M,30,-0.07017134416064885,-0.8660639063517533,0.2033364253225679,-0.1815340158001073,4,6,False,True,False
C1_NMV_M,30,-0.08204403783054037,-1.0008776829966664,0.2585379313298556,-0.1815340158001073,4,6,False,True,False
C1_NMV_M,40,-0.09701576989223759,-1.3497954282561648,0.043395584981015145,-0.1907127521375207,4,6,False,True,False
C1_NMVT_M,40,-0.10209539779182764,-1.4092355283287725,-0.06842722352332727,-0.18621758324365045,4,6,False,True,False
