config_id,market_gate_lookback,worst_return,worst_sharpe,mean_sharpe,worst_drawdown,positive_cells,total_cells,passes_positive_all,passes_drawdown_20pct,practical_gate_passed
C3_EW_X,30,-0.03140227820023589,-0.39028975673282484,0.3302578311751871,-0.19886389170640473,2,6,False,True,False
C1_NMV_X,0,-0.16370913926351138,-0.3908217863270066,0.563796514642282,-0.5199093184409587,4,6,False,False,False
C1_IV_X,0,-0.15983494869259618,-0.4317367676844478,0.8882276971915761,-0.487181617801849,4,6,False,False,False
C3_NMVT_X,30,-0.034324435355734595,-0.43433677148545335,0.24787989651021347,-0.20338933887319488,4,6,False,False,False
C2_NMV_M,0,-0.18994736941132084,-0.4466974135365018,0.38124313255208997,-0.4741919895497756,4,6,False,False,False
C2_IV_X,0,-0.14623138493284427,-0.4639359870897046,0.5132949501700607,-0.4073370331661129,4,6,False,False,False
C2_EW_M,20,-0.03123410353780831,-0.49482365247217874,0.452793823711752,-0.1505088971576406,4,6,False,True,False
C3_IV_X,20,-0.03592061478230335,-0.5165307652255381,0.6326963451054058,-0.17366392291064126,2,6,False,True,False
C3_EW_X,40,-0.08362475120978985,-0.5296062822034011,0.11184662860424892,-0.228089040156638,2,6,False,False,False
C2_NMVT_M,20,-0.03792674743988822,-0.559106615477509,0.6002340124336986,-0.20437533419888032,4,6,False,False,False
C2_NMV_X,0,-0.23184285019515904,-0.5630931768311535,0.5913223281106245,-0.5076548754419614,4,6,False,False,False
C2_NMVT_X,0,-0.22117782795173546,-0.5660116387207411,0.4991325067167722,-0.4892762597236937,4,6,False,False,False
C3_IV_M,0,-0.18690749682007513,-0.5735296016759641,0.6381168804793623,-0.3788346976656126,4,6,False,False,False
C3_EW_M,20,-0.059928736167490615,-0.5777289908794473,0.5795030219704976,-0.16455978474262223,2,6,False,True,False
C2_IV_M,20,-0.03456358025977102,-0.5788481389069159,0.5686077156330382,-0.13339637759548761,4,6,False,True,False
C3_NMVT_X,40,-0.07882949639381231,-0.5898711290895122,-0.009831584221688866,-0.22625092901736144,2,6,False,False,False
C2_IV_M,0,-0.19730229267495625,-0.5973423933731049,0.3404708159609118,-0.4237874719455349,4,6,False,False,False
C1_EW_X,0,-0.2321395046490219,-0.6063402095028962,0.7452818820888559,-0.5318473540832386,4,6,False,False,False
C3_IV_M,20,-0.042340753808539966,-0.6137372968075814,0.6486187958547852,-0.15225668429257588,4,6,False,True,False
C2_EW_X,0,-0.21182756340669917,-0.6198363098486318,0.40391763814634446,-0.4367009676928929,4,6,False,False,False
C3_EW_X,20,-0.08584778032893514,-0.6237000530796426,0.4822579255185777,-0.2031542624110908,2,6,False,False,False
C3_NMV_M,0,-0.23874101878532628,-0.6350323226754349,0.776001145455323,-0.450826219996309,4,6,False,False,False
C3_NMV_X,30,-0.0524156491082165,-0.6367277314323188,0.20709783837970833,-0.21576811006858831,2,6,False,False,False
C1_NMVT_M,20,-0.04428454138281579,-0.6411911871182644,0.6334729723452504,-0.1820323207971698,4,6,False,True,False
C1_IV_M,30,-0.052416985426799734,-0.6448734563427598,0.38087401132054294,-0.1436326393176256,4,6,False,True,False
C2_NMV_M,20,-0.04762355245911776,-0.6473965534775504,0.4938079653241109,-0.20476974939363668,4,6,False,False,False
C2_NMVT_M,30,-0.05206801765040814,-0.6511503598759489,0.38073510649912073,-0.20437533419888032,4,6,False,False,False
C3_NMVT_X,20,-0.08326148815333845,-0.6658126561791373,0.45039255195737354,-0.20338933887319488,2,6,False,False,False
C3_IV_X,0,-0.21744207659056536,-0.6706366653009775,0.47199717319138496,-0.4277477653971795,4,6,False,False,False
C1_NMVT_X,0,-0.28832899795530065,-0.7115611369783263,0.4729209674208523,-0.5834195126228292,4,6,False,False,False
C3_NMVT_M,0,-0.2661825631073711,-0.7136256085006912,0.6197265314811112,-0.4559187935503761,4,6,False,False,False
C2_NMV_M,30,-0.06120328639328554,-0.7208399333062204,0.3151626528432944,-0.20476974939363668,4,6,False,False,False
C3_NMV_X,20,-0.0976524326443805,-0.7255877375545154,0.43582188378557,-0.21576811006858831,2,6,False,False,False
C2_NMV_M,40,-0.05374676178232052,-0.7517956496111101,0.2574447041084025,-0.20476974939363668,4,6,False,False,False
C1_NMV_M,20,-0.05297774355658458,-0.7584541946541052,0.7085788697377365,-0.1815340158001073,4,6,False,True,False
C2_NMVT_M,40,-0.05080156457415497,-0.7585757851946179,0.2875758509278505,-0.20437533419888032,4,6,False,False,False
C1_EW_M,30,-0.06317696878706736,-0.766854659153035,0.2692030622195816,-0.1661923275976549,4,6,False,True,False
C1_IV_M,40,-0.05607670902706208,-0.7701736251515522,0.2364156095765179,-0.1436326393176256,4,6,False,True,False
C1_EW_M,20,-0.05380496963020742,-0.7708046617936549,0.6872133591646022,-0.1661923275976549,4,6,False,True,False
C1_IV_M,20,-0.05446305057113898,-0.7900566578713454,0.7871617549869733,-0.14048159450495823,4,6,False,True,False
C3_NMVT_X,0,-0.2918757379259246,-0.7973784994573729,0.36467325476219986,-0.471286604081429,4,6,False,False,False
C3_NMV_X,40,-0.09831377738752611,-0.8128007907528136,-0.053197411168882956,-0.23659302193066645,2,6,False,False,False
C1_EW_M,40,-0.05989457298673895,-0.8240327776293264,0.1474396309130901,-0.1661923275976549,4,6,False,True,False
C3_EW_M,0,-0.28242368443134236,-0.8314766965313908,0.6277927429153976,-0.42693611753912,4,6,False,False,False
C2_EW_M,0,-0.29253133467527126,-0.8357070051562032,0.27282583901672997,-0.47835802426327256,4,6,False,False,False
C3_EW_X,0,-0.2875996870098423,-0.8500892783334846,0.4090871090624906,-0.4506934641178465,4,6,False,False,False
C3_NMV_X,0,-0.3116502605348971,-0.8506819189913998,0.35256561337558484,-0.4805258007082792,3,6,False,False,False
C1_NMVT_M,30,-0.07017134416064885,-0.8660639063517533,0.2033364253225679,-0.1815340158001073,4,6,False,True,False
C1_NMV_M,30,-0.08204403783054037,-1.0008776829966664,0.2585379313298556,-0.1815340158001073,4,6,False,True,False
C1_NMV_M,40,-0.09701576989223759,-1.3497954282561648,0.043395584981015145,-0.1907127521375207,4,6,False,True,False
C1_NMVT_M,40,-0.10209539779182764,-1.4092355283287725,-0.06842722352332727,-0.18621758324365045,4,6,False,True,False
